URL,Article,Label
https://www.joongang.co.kr/article/25143497,"        부산본부세관은 멸종위기종으로 지정돼 국제 거래가 금지된 고래고기 4.6을 밀수입한 6명을 검거하고 주범인 씨를 구속했다고 27일 밝혔다.
   씨 등 6명은 2021년 2월부터 지난해 6월까지 일본발 국제특급우편으로 명태나 어묵을 들여오는 것처럼 품목을 허위로 기록한 뒤 고래 고기를 반입한 혐의를 받고 있다.
   이들은 밍크고래나 브라이드고래 등의 고기를 한 번에 1020씩 366차례에 걸쳐 나눠 들여와 총 4.6을 불법 밀수입한 혐의를 받고 있다.
   고래는 멸종위기에 처한 야생동식물의 국제거래에 관한 협약에 따라 국가 간 상업적 거래가 불가능하다.
   씨는 고래 고기 대금을 소액해외송금으로 쪼개서 지급하는 치밀함도 보였다고 세관은 밝혔다.
   소액해외송금은 건당 5만 달러 이하로 해외로 보내면 은행 경유 없이 가상계좌로 입금할 수 있는 방식이다.
   씨 등은 자녀 명의로 일본에 생활비나 학비를 송금하는 것처럼 위장했다.
   이들이 밀수입한 고기는 부산울산 지역 음식점 등에서 유통되거나 판매됐다.
   세관은 고래고기 관련 첩보를 입수한 뒤 이들의 식당과 창고를 압수 수색해 고래고기 300을 압수하기도 했다.
   부산세관 관계자는 멸종위기에 처한 동식물 불법 반입을 차단하기 위해 다른 국가 세관과 정보교류를 강화하고 국제 특송 등 소규모 화물에 대한 검사도 강화하겠다고 말했다.",사회
https://www.joongang.co.kr/article/25143484,"        허위 장애인 노동조합을 내세워 건설업체로부터 수천만원의 금품을 받아 챙긴 노조 간부들이 재판에 넘겨졌다.
   부산지검 서부지청 형사3부김종필 부장검사는 폭력행위 등 처벌에 관한 법률 위반공동공갈 혐의 등으로 장애인노조 부울경지부 본부장 씨 등 노조 간부 3명을 구속 기소하고, 같은 지부의 다른 간부 2명을 불구속 기소했다고 27일 밝혔다.
   검찰은 당초 2명을 구속한 사건을 경찰로부터 넘겨받아 보완 수사를 벌인 끝에 범행을 기획하고 공범을 조종한 혐의를 받는 본부장 씨를 찾아내 추가 구속하고 함께 재판에 함께 넘겼다.
   검찰에 따르면 씨는 공범인 다른 간부에게 큰돈을 벌 수 있다며 대출을 받도록 한 뒤 문제의 노조에 활동 자금으로 투자하게 했다.
   검찰은 씨가 건설 현장을 압박하는 수법 등을 간부들에게 전수하면서 전체 범행을 기획하고 주도했다고 밝혔다.
   장애인 노조를 사칭한 씨 일당은 지난해 611월 부산울산경남지역 건설 현장에서 장애인 채용을 요구하며 인건비와 노조발전 기금 명목으로 금품을 갈취한 것으로 드러났다.
   이들은 집회를 열어 불법 고용 외국인을 색출한다며 외국인 노동자의 출입을 제지하는 등의 방식으로 현장을 압박했다.
   이들은 갈취한 돈을 모두 개인 생활비 등에 사용한 것으로 나타났다.
   이 사건을 수사한 부산경찰청 반부패경제범죄수사대는 지난 8일 노조 간부 2명을 구속 송치하고 같은 지부 노조 간부 3명을 불구속 송치했다.
   검찰 관계자는 부당한 금품 요구, 노조원 채용 강요, 공사방해 등 노사 관계의 자율성과 공정성을 훼손하는 건설 현장에서의 불법행위에 대해 경찰과 함께 법과 원칙에 따라 엄정 대처할 것이라고 밝혔다.",사회
https://www.joongang.co.kr/article/25143795,"        옹진군은 27일 의료시설이 열악한 섬과 종합병원을 연결짓는 1섬 1주치 무료진료 업무협약을 인천광역시와 옹진군, 그리고 3개 민간병원인하대병원, 인천성모병원, 나은병원간에 체결했다고 밝혔다.
   이번 업무협약으로 1섬 1주치 사업은 지난해부터 시행중인 3개면대청면, 덕적면, 자월면에 이어 북도면나은병원, 연평면인천성모병원, 백령면인하대병원까지 확대됐다.
   옹진군은 지난해 말 기준 65세 이상 인구 비율이 29.6에 달할 정도로 노인성 질환에 대한 수요가 급증하는 초고령화 사회이다. 병원급 보건의료기관도 1개소백령병원에 불과해 보건지소와 보건진료소 등 지역보건의료기관에 의존하고 있는 상황이다. 업무협약은 민간종합병원 의료진의 전문진료, 무료진료가 가능해져 섬주민의 의료서비스 질을 한층 높일 것으로 기대된다.
   문경복 군수는 옹진군은 민간병원이 없어 보건지소의 기본진료에만 의존했던 대표적 의료취약지역이다, 1섬 1주치사업과 같은 민간병원의 무료진료 활동에 큰 기대를 가지고 있으며, 앞으로도 민간병원 무료진료사업에 적극 협력해 나감과 동시에, 민간병원과의 진료정보 교류, 섬지역 약국 유치 확대 등 의료 불평등 해소를 위한 각종 지원 사업을 추진해 나가겠다고 말했다.",사회
https://www.joongang.co.kr/article/25142339,"   4개월간 택시를 탈 때마다 좌석 가죽을 커터칼로 그어 훼손한 60대 승객이 구속된 상태로 재판에 넘겨졌다.
   22일 인천지검 형사1부주민철 부장검사는 특수재물손괴 혐의로 60대 승객 씨를 지난 17일 구속기소 했다고 밝혔다.
   씨는 지난해 10월부터 지난달까지 인천 부평 일대에서 운행 중인 택시 52대에 탑승해 커터칼로 조수석과 뒷좌석 등을 그어 훼손한 혐의를 받는다.
   그는 손님으로 탄 택시마다 눈에 잘 띄지 않는 가죽의 밑부분 등에 흠집을 냈다.
   씨는 경찰 조사에서 혐의를 인정하면서도 구체적인 범행 이유는 제대로 밝히지 않았다.
   앞서 경찰은 지난해 11월 택시 기사들의 피해 신고를 잇달아 접수하고 수사에 착수해 씨를 검거했다.
   검찰 관계자는 씨가 범행에 상응하는 처벌을 받도록 재판에도 철저히 대비하겠다며 앞으로도 유사한 범죄에는 엄정히 대처할 방침이라고 말했다.",사회
https://www.joongang.co.kr/article/25142169,"        김학의 전 법무부 차관을 불법 출국금지한 혐의로 1심에서 무죄를 선고받은 차규근 전 법무부 출입국본부장이 법원에 임시 구제를 요청했다.
   차 전 본부장은 지난 20일 서울행정법원에 직위해제 처분의 효력을 본안 소송 결과가 나올 때까지 임시로 멈춰달라며 법무부 장관을 상대로 집행정지를 신청했다.
   집행정지란 행정청이 내린 처분의 효력을 본안 판결 전까지 임시로 중단하는 법원의 처분이다. 처분이 집행되면 당사자가 본안 소송에서 이겨도 권리를 회복할 수 없게 되는 것을 방지하려 마련된 제도다.
   법무부는 지난해 5월 차 전 본부장을 인사이동 시키며 직위해제했는데, 차 전 위원은 이를 취소해달라는 취지의 본안 소송도 지난해 9월 제기했다.
   차 전 본부장은 법무부 출입국외국인정책본부장이었던 2019년 3월 이규원 당시 대검 과거사진상조사단 검사가 김 전 차관을 불법으로 긴급 출금 조처한 사실을 알면서도 이를 승인한 혐의 등으로 2021년 4월 기소됐다.
   그러나 서울중앙지법 형사합의27부김옥곤 부장판사는 이달 15일 핵심 쟁점인 직권남용권리행사방해 혐의에 대해 죄가 되지 않는다고 보고 차 전 위원과 이광철 전 청와대 비서관에게 무죄를 선고했다.
   재판부는 긴급 출금의 위법성은 인정하면서도 사안의 긴박성, 출국 금지의 필요성 등을 근거로 법률상 요건을 충족하지 못했다 해도 직권남용으로 볼 수는 없다고 판결했다.",사회
https://www.joongang.co.kr/article/25142462,"김성태 전 쌍방울그룹 회장의 대북송금 혐의 공범으로 검찰에 두 번째 출석한 이화영 전 경기도 평화부지사가 22일 김 전 회장과의 대질조사에서 치통을 호소하며 모른다는 기존 입장을 고수한 것으로 전해졌다. 이에 대해 김 전 회장은 형님, 잘 생각해보라고 말했다고 한다.
   수원지검 형사6부부장 김영남는 이날 오전 이 전 부지사를 외국환거래법 위반 등 혐의로 불러 일곱 시간가량 조사했다. 검찰은 이 전 부지사가 임플란트 치아가 빠지는 등 건강상 문제를 호소하며 장시간 조사를 받을 수 없다는 의사를 밝히자 계획보다 일찍 조사를 마쳤다.
  김 전 회장과의 대질조사는 오후 3시쯤부터 1시간가량 진행됐다. 김 전 회장은 주로 본인의 처지를 호소하며 이 전 부지사에게 형님, 잘 생각해보라고 말한 것으로 전해졌다. 하지만 이 전 부지사 측은 경기도가 하려고 했던 스마트팜 사업과 김 전 회장이 지원한 협동농장 현대화 사업은 별개라는 기존 입장을 되풀이했다. 검찰은 이 전 부지사의 치통 호소에 조사를 조기 종료하고 오는 26일 다시 출석하라고 통보했다.
   한편 검찰은 최근 김 전 회장으로부터 이 전 부지사에게 2019년 7월 현금으로 1억원을 줬다는 진술을 확보한 것으로 확인됐다. 김 전 회장은 또 이 전 부지사 머리 글자인 가 적힌 명품 와이셔츠도 제작해 전달했다고 진술했다. 검찰은 이날 오전 김동연 경기지사실을 포함, 경기도청과 이 전 부지사 비서실장의 주거지 등 20여 곳에 대해 대대적인 압수수색을 벌였다. 도지사실에 대한 압수수색은 이번이 처음이다.",사회
https://www.joongang.co.kr/article/25142958,"        고려사이버대학교는 지난 18일 고려대학교 인촌기념관에서 제19회 전기 학위수여식을 가졌다.
   이번 전기 학위수여식은 최근 몇 년간 지속된 코로나19 팬데믹으로 4년 만에 오프라인으로 진행됐으며, 졸업을 축하하고 앞날을 격려하기 위해 많은 학생과 가족이 참석했다.
   학위수여식은 학사보고 졸업 식사 졸업 축사 상패 수여 답사 학위 수여 순서로 진행됐다. 융합정보대학원 학위수여식 또한 학위 수여 원장 인사말 축사 상패 수여 답사 등의 순서로 진행했고, 학사 2,748명을 비롯하여 융합정보대학원 석사 26명까지 총 2,774명이 학위를 받았다.
   김진성 고려사이버대 총장은 학생들의 졸업을 축하하며 졸업은 모든 것을 마쳤기 때문에 이제 더 이상의 할 것이 없다는 것이 아니라 한 단계 더 높은 수준의 것을 좀 더 효과적으로 대응할 수 있는 경험을 얻었다는 것을 의미한다며 그동안 이루어낸 결과만으로 만족할 것이 아니라 더 크고 의미 있는 것을 이루겠다는 열정과 도전정신으로 새로운 목표를 세우고, 더 많은 것을 경험하며 세상에 유익을 전하기를 바란다고 격려했다.
   학위수여식에 참석한 정진택 고려대학교 총장은 고려사이버대학교는 118년 역사와 전통을 자랑하는 고려대학교의 민족 사학의 전통과 위상을 사이버 공간에서도 이어가며, 특히 같은 교육 철학과 이념을 바탕으로 사회와 국가 더 나아가 인류 발전에 기여하고 있다며 여러 난관에 부딪힐지라도 고려사이버대학교에서 갈고닦은 역량을 유감없이 발휘하면서 뜨거운 열정과, 당당한 자부심으로 이를 헤쳐 나갈 것 당부한다고 축하의 인사를 전했다.
   이사장상을 수상한 임귀식 씨법학과 19는 아낌없는 보살핌으로 학생들을 지도해 주신 교수님들의 헌신적인 애정이 없었다면 졸업을 이루지 못했을 것이라며 떠나는 아쉬움과 함께 새롭게 시작한다는 설렘을 가지고 지금까지 익힌 가르침을 가슴에 담아 배움과 성장을 멈추지 않고 새롭게 도전하겠다고 소감을 밝혔다.
   대학원 학위수여식에서 답사를 전한 신남우 씨융합정보대학원 20는 코로나 감염병이 맹위를 떨치던 위기의 시기였던 2020년에 입학하여 학위를 받고 졸업할 수 있음에 졸업생 대표로서 교수님들과 교직원 선생님들께 무한한 감사의 말씀을 드린다고 말했다.
   올해로 22주년을 맞이한 고려사이버대는 개교 이래 현재까지 학부에서 3만5227명, 대학원에서 138명의 졸업생을 배출했다.",사회
https://www.joongang.co.kr/article/25144264,"        주한 베트남관광청 대표부는 지난달 28일 베트남 국영 결제중계망 사업자 나파스와 한  베 양국 관광 활성화를 위한 관광페이 협력에 관한 업무협약을 체결했다고 밝혔다.
   주한 베트남관광청 대표부와 주식회사 콘돌이 주관한 협약식에는 베트남 문화체육관광부 도완 반 비엣 차관, 베트남관광청 응웬 중 칸 청장, 주한베트남관광청 대표부 리 쓰엉깐 관광대사, 나파스 응웬 광 흥 회장, 나파스 응웬 당 훙 부사장, 콘돌 차세영 대표, 케이에스넷플러스 이정희 대표, 다날핀테크 한희석 상무 등 주요 관계자들이 참석했다.
   는 베트남 중앙은행 산하기관의 국영 결제 중계망 사업자로 54 개의 베트남 은행 및 외국계 은행을 회원사로 두고  브랜드 카드를 발급하고 있으며 , 약 1 억명의 회원을 보유하고 있다. 또한 현금지급기  19,200 대, 판매시점 정보관리 시스템  300,000 대 운영, 그리고 40 개의  파트너사를 통해 다양한 온  오프라인 결제서비스를 제공하고 있다.
   주식회사 콘돌은 이번 업무협약식의 주관과 함께 관광페이 서비스의 개발 및 운영, 공동체협의체 구성 및 참여, 컨퍼런스 주관 및 주최, 컨소시엄 구성 및 모집 등 관광페이 사업에 대한 촉매제 역할을 담당한 벤처기업이다. 콘돌의 베트남 소재의 자회사인 콘돌테크에서 전반적인 사업이 이루어지게 된다.
   이번 협약을 통해 양국 관광객들의 환전없이 편리한 결제 서비스 유도와 양국 관광 핀테크 기업의 양국 진출의 교두보 확보를 통해 직간접적인 관광 교류 활성화를 추진한다.
   또한 이번 협약의 핵심은 한국베트남 양국 관광산업이 동반 성장하는 환경을 조성하는 가교   역할을 하는 것으로 앞으로 한국과 베트남 관광객은 양국에서 별도의 환전 없이 모바일  및 바코드 결제로 편리한 쇼핑이 가능하고 다양한 편의성이 제공된다.
   주한베트남관광청 대표부는 차량 예약 모빌리티, 관광페이, 위치기반을 이용한 안전지킴이 등 모바일을 이용한 여행 편의 서비스를 구축해 양국 여행객이 더 편하고 안전한 여행을 즐길 수 있도록 모바일 기반 인프라 강화와 기업, 여행사 등 관련 기업과의 제휴에 적극 나서겠다는 구상도 밝혔다.
   문화체육관광부 도안 반 비엣 차관은 우호협력 관계에 있어 관광 분야는 협력이 가장 활발히 이루어진 분야 중 하나로 한베 외교관계에 중요한 가교역할을 지속해왔다. 이번 협약식은 향후 한국과 베트남 관광객의 관광 편의를 향상하고, 양국 간 관광객 교류 증진 및 베트남 정부의 현금 없는 결제 정책에 기여할 수 있기를 바란다 고 말했다.
        주한베트남관광청 리쓰엉 깐 관광대사는 문화체육관광부와 베트남관광청, 나파스와 주관을 도운 콘돌에게 감사를 표하며 한베 관광 활성화를 위한 관광페이 사업의 촉진에 많은 관심과 지지 모두 큰 격려로 생각한다. 이제 베트남 관계기관의 신속한 행정지원과 나파스와의 협력을 통해 이루게 될 비 현금 결제 시스템은 코로나 이후 처음으로 도입되어 독보적으로 개발 운영하게 될 것이다. 이를 통해 양국의 관광산업 발전과 한베의 미래 30년 장래가 비약적인 발전과 영원한 동반자적 관계로 상생해 나아가길 바란다고 말했다.
   나파스 응웬 광 흥 회장은 서로 정보를 교환하고 양국 관광객에게 간단하고 편리하고 안전한 결제 편의를 제공하는 기반이 될 것이라 생각한다. 더불어 양측은 계속적으로 논의하고 홍보와   마케팅 활동을 신속히 추진하여 관광객들에게 안전한 관광과 편의들을 제공할 것이라고 화답했다.",사회
https://www.joongang.co.kr/article/25142759,"        국고 자금을 관리했던 유재훈 예금보험공사 사장이 신고한 재산은 51억5389억원으로 이번 공개 대상자 중에서 가장 많았다.
   인사혁신처는 2월 수시공개자 재산 현황을 24일 공개했다. 지난해 11월 2일부터 12월 1일 사이에 신분 변동이 있었던 전현직 공직자 35명이 대상이다.
        유재훈 사장은 신고 재산액 가운데 절반 이상은 아파트였다. 서울 서초구 방배동18억7400만원과 프랑스 파리8억5800만원에 본인 소유 아파트가 있고, 종로구 홍파동 경희궁자이에 전세권7억1000만원을 설정했다. 별도로 장남이 은평구 불광동에 상가주택 건물 일부700만원를 소유했다.
   8억3400만원 상당 토지와 예금 8억3200만원, 3800만원 안팎의 주식도 보유했다. 유 사장은 독립생계를 유지한다는 이유로 아버지장녀 재산은 고지를 거부했다. 행정고시 26회로 공직 생활을 시작한 유 사장은 기획재정부 국고국장, 한국예탁결제원 사장 등 금융경제 관련 직위를 거쳤다.
   조동철 한국개발연구원 원장도 50억원 이상의 자산을 보유했다50억1857억원. 서울 서초구 반포동 아파트26억7500만원 가치가 가장 컸고, 자산 중 예금18억1900만원 비중이 높은 것이 특징이다36.3. 자동차는 2019년식 렉서스 300와 2021년식 제네시스 80 등 2대를 보유했다.
        이주호 교육부 장관은 44억54만원으로 3위였다. 강남구 압구정동에 똘똘한 아파트24억4800만원를 보유했고 예금 비중31.713억9400만원이 높다는 게 조동철 원장과 공통점이다.
   지난해 하나금융경영연구소가 발표한 2022 한국 부자 리포트에 따르면, 자산 규모 10억원 이상인 국내 부자는 지난해부터 안정적인 이자가 지급되는 예금 자산 비중을 확대하는 추세다. 주식 등에서 자금을 빼 은행 예금에 넣어 두는 역 머니무브자금 대이동 트렌드가 고위 공직자 재산공개에서도 그대로 드러난 셈이다.
   주명희 하나은행 도곡센터장은 지난해 기준금리가 상승하고 변동성이 커지면서 고액 자산가들이 안전자산을 선호하고 있다며 굳이 리스크를 감수하고 대체 자산에 투자하기보다는, 안정적인 투자처에 투자하는 것이 유리하다고 판단해 예금 비중을 높인 고액 자산가가 증가했다고 설명했다.
   한편 해당 기간 퇴직자 중에서는 조성렬 전 외교부 본부대사 재산이 74억3052만원으로 가장 많았다. 양기돈 전 한국부동산원 부원장31억3686만원과 이석구 전 외교부 본부대사23억9439만원가 뒤를 이었다.",사회
https://www.joongang.co.kr/article/25144368,"오늘 과감하게 마스크를 벗고 단상에 올랐습니다.
   2일 오전 서울 강동구의 강빛초등학교 대강당 단상에 오른 최창수 교장은 서로 얼굴을 마주하는 첫 대면 입학식이 학교장으로서 너무 기쁘다며 맨얼굴로 인사했다. 하지만 단상 아래 앉은 신입생 133명 중 4명을 뺀 129명은 모두 마스크를 쓰고 있었다. 강당 뒤편에서 입학식을 지켜본 학부모들도 전원 마스크를 착용했다. 진행자는 모두 마스크를 쓰고 있어 애국가 제창은 생략하겠다고 말했다.
   정부가 지난 1월 30일부터 코로나19 방역지침을 완화하면서 전국 초중고교는 이번 새 학기부터 마스크를 착용할 필요 없이 대면 입학식이 가능해졌다. 코로나19가 시작된 2020년 1월 이후 4년 만에 열리는 노마스크 입학식인 셈이다.
   하지만 여전히 학교 현장에선 마스크를 벗은 학생을 찾기 어려웠다. 2021년 개교 후 첫 대면 입학식을 맞은 강빛초는 사전에 학부모에게 마스크 착용은 자율이라고 안내했지만 대부분이 마스크를 썼다.
   학부모 박금례42씨는 코로나19가 아니더라도 마스크를 쓰니까 확실히 감기 같은 잔병치레가 없었다며 독감을 조심해야 하니 아이에게 불편하더라도 이번 달까지는 마스크를 쓰자고 했다고 말했다.
   입학식이 끝난 뒤 교실로 옮긴 뒤에도 마스크를 벗은 교사와 학생은 드물었다. 마스크를 벗은 교사는 3년 만에 마스크를 벗으니 선생님도 참 편하네요. 여러분도 마스크 착용은 자율이에요라고 말했다. 마스크를 쓰지 않은 강모양은 교실 밖에선 마스크를 벗고 싶어요. 시원한 공기를 마실 수 있고 친구들 얼굴도 볼 수 있어요라고 했다.
   학교 내 마스크 착용에 대한 학부모 의견은 엇갈린다. 초등 24학년 자녀를 둔 이모40씨는 입 모양을 보면서 수업을 듣고 친구들과 함께 생활하는 게 언어 습득에 좋다고 해서 학교 안에서는 되도록 마스크를 벗었으면 한다고 말했다. 반면 3학년 학부모 김미영45씨는 마스크 착용이 자율인 만큼 다른 아이가 벗는 걸 문제 삼을 수 없지만 감염이 우려되는 건 사실이다라며 아직 저학년은 코로나19에 조심할 필요가 있어 13학년까지는 마스크 착용을 의무로 했으면 좋겠다고 말했다.
   학교에서도 뚜렷한 기준은 없다. 교육부가 마스크 착용을 자율로 하되 일부 수업에서는 착용을 권고했는데, 결국 학교장 판단에 맡겨졌기 때문이다. 문찬배 강빛초 교감은 학생뿐 아니라 선생님들도 마스크를 써야 할지 말아야 할지 고민이 크다며 기본 원칙은 자율 착용이지만 혹시 나 때문에 아이가 감염되지 않을까 하는 우려에서 한동안 계속 마스크를 착용할 것 같다고 말했다.",사회
